_id,Series Name,Series Code,Country Name,Country Code,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014
608,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Nigeria,NGA,71.60539083,73.48403023,73.79150464,74.11563486,74.45413421,74.80291695,75.15802463,75.52377782,75.89413839,77.45690333,76.63587695,76.58948278,76.56387454,83.05580914,76.57819209,76.62172298,76.68956757,76.78274893,76.7215674,77.05457351,65.02879477,81.48530285,77.729352,80.39297109,78.39011354
609,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Northern Mariana Islands,MNP,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
610,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
611,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100
612,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Pakistan,PAK,93.86788715,93.03582018,93.98423441,94.09048528,94.22588459,94.38811333,94.57370657,94.78272811,91.93627845,95.24706063,95.49006909,98.52630617,96.00499938,96.27822809,96.56353707,100,97.17806702,97.94325384,97.86428974,97.12734732,98.64989668,97.27660437,99.55882795,98.68806125,100
613,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Palau,PLW,97.96178132,98.08686014,98.21114706,98.33261869,98.44900398,98.55757446,98.67123195,98.77660182,98.86790006,98.94358315,98.99042341,98.98065823,98.96339594,98.94251207,98.92123721,99.30878422,98.89444126,98.89677956,98.91031075,98.93387271,98.9661077,99.0055338,97.87380392,99.09966214,99.99995061
614,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Panama,PAN,93.02340331,97.35860579,97.30929649,97.2930153,97.30297976,97.33783354,97.39185972,97.46522278,97.55065642,97.6466615,99.17341371,98.28211191,98.7580951,100,99.70562934,100,100,100,100,100,100,100,100,100,100
615,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Papua New Guinea,PNG,0,44.77947685,47.89000639,50.36975402,52.13679868,53.92886178,61.16915741,57.59731335,59.47281675,61.38197637,63.30908635,64.57711,65.80241927,66.99222188,68.14077393,69.22793877,51.56915596,71.19242538,72.0699291,72.89110071,89.65137726,74.41429693,75.13386108,75.77761023,76.35489069
616,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Paraguay,PRY,100,100,99.56724785,99.21438018,98.92328518,97.9981358,98.47865783,99.2550228,98.18991193,98.3832909,98.02682276,98.12709724,98.63992863,98.29345239,97.95143255,98.91852228,98.70607471,99.1609973,99.1517481,98.53560978,99.67574501,99.63127357,99.71117476,99.79065831,99.85715348
617,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Peru,PER,86.70353929,86.95286294,92.05648987,87.54589431,87.83869667,88.1566787,86.72976657,86.95966297,88.57695594,91.05436189,88.57057323,88.19852614,90.10847143,89.87865021,90.52455778,91.34421847,93.36580709,93.66412293,95.47865016,96.00988459,96.98809196,97.20012796,97.60020637,97.94372124,98.028077
618,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Philippines,PHL,86.42232977,86.96294433,87.499929,85.64808952,88.55534307,89.06942467,89.57153134,90.05947541,92.22425724,90.98491078,91.44683057,92.0134583,92.55533972,95.43625525,93.5727127,94.04820476,94.50411967,94.94035638,95.72926859,95.75291941,96.12916266,96.47208911,96.78485967,94.94296825,97.33420295
619,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Poland,POL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
620,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Portugal,PRT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
621,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Puerto Rico,PRI,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100
622,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Qatar,QAT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
623,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Reunion,REU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Romania,ROM,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
625,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Russian Federation,RUS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
626,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Rwanda,RWA,0,0,29.12593122,8.038499732,15.00172371,19.32770138,21.45387403,23.29575565,24.83699883,26.16835337,36.4085105,28.26392087,29.05318405,29.95781268,30.76295096,19.45164307,32.01343606,32.47890604,20.15458363,33.20749487,27.79759132,35.80391117,34.13588844,35.61321177,47.53253079
627,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Saint Pierre et Miquelon,SPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Samoa,WSM,24.20192396,28.24128185,31.67959439,35.5649663,31.74506298,43.24221021,47.03237977,50.78616084,54.5097838,58.1946507,61.84183059,65.4461762,68.74972813,71.94653781,75.18852204,78.47094119,98.67739387,85.145212,88.53735288,91.97015569,95.44956608,98.77285294,100,100,99.15764703
629,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,San Marino,SMR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
630,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Sao Tome and Principe,STP,59.42177206,59.65262836,60.02556602,60.42914707,60.84620867,61.27372347,61.70802403,62.14903277,62.5915339,63.03306158,65.04665726,63.91830682,64.36488066,64.82725267,65.30708929,65.80547156,66.32448229,66.86571764,67.42873082,64.95669557,68.6158705,69.23838059,66.37751111,70.53337016,76.19171623
631,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100
632,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Senegal,SEN,0,54.53844744,58.68975041,62.71052014,66.26712441,68.10321546,69.92757798,71.64770257,73.53814675,78.44676036,77.08793719,78.8403564,76.5540724,82.30083233,78.3417002,91.92052236,91.38335631,88.83007142,90.37792496,90.9591671,93.38371063,96.95790222,96.28201293,95.97884402,97.91788879
633,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Serbia,SRB,88.16826492,89.27192491,90.34714282,91.42124724,92.49053627,93.54412843,94.57016463,95.56024917,96.48544414,97.39504943,98.26123391,99.0366582,100,99.9598901,100,100,100,100,100,100,100,100,100,100,100
634,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Seychelles,SYC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.96759563,100
635,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Sierra Leone,SLE,51.88472588,51.03291977,50.18990917,49.35702152,48.52953752,47.70818329,46.88968832,46.07317666,45.2553454,44.43435003,43.60838732,42.78086638,41.94931852,41.11396538,44.12894826,39.43416336,38.57957314,37.71325757,29.82342825,35.95616939,35.07217737,36.36645281,33.30567294,33.33142105,31.55575296
636,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Singapore,SGP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
637,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Sint Maarten (Dutch part),SXM,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
638,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Slovak Republic,SVK,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
639,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Slovenia,SVN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
640,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Solomon Islands,SLB,0,0,0,0,0,0,0,0,38.16090611,73.50518106,54.83204773,59.27512281,56.84626386,54.58981879,52.49375257,50.55008338,49.76630209,45.51960669,45.54145437,20.21215733,42.89577365,41.79472702,40.83988747,57.17231899,39.35525177
641,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Somalia,SOM,0,0,0,0,0,0,0,0,0,14.21381682,16.77207016,18.92201572,20.80009055,21.81850867,22.7545544,23.67045251,24.56610343,25.44371529,26.30674154,27.15697989,27.99823842,28.83291308,29.66259444,30.48918417,31.31461915
642,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,South Africa,ZAF,84.21955182,84.65226469,85.14768146,85.66755327,86.20781603,86.76639882,73.75267892,87.92437974,86.80498775,89.11695697,89.72378109,87.40211096,97.64202508,94.01499433,100,98.99016223,97.03007877,97.59779913,95.88554274,95.68613635,94.55045616,96.93077754,95.5798865,94.40576662,94.06103078
643,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282085545,6.573269465,8.318581311,14.16008751,5.180536694,9.283961763,8.975951936,8.675597433,8.390633168
644,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Spain,ESP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
645,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Sri Lanka,LKA,60.6002868,62.29589064,63.99087378,65.68530484,67.37922773,69.07109341,70.76090543,72.44822514,74.13306092,75.81307085,77.4839344,70.68102671,91.33073088,82.38549021,83.96281526,85.50230609,86.99810972,86.67126927,89.85284905,91.2229033,90.64986042,94.94349025,95.1888011,96.45027322,97.76401632
646,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,St. Kitts and Nevis,KNA,72.05604581,73.2700316,74.45766937,75.65489246,76.85977374,78.0695822,79.2826045,80.50035573,81.71793212,82.93687308,84.15405648,85.39924462,86.59519588,87.82076703,89.0469534,90.23908297,91.45147745,92.66379578,93.87182297,95.07307517,96.28330965,97.46686378,98.56051835,99.41003822,100
647,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,St. Lucia,LCA,92.38355406,92.77000593,93.35391852,93.93314471,94.50588571,95.07022771,95.62562595,96.1702929,96.70278502,97.22228895,97.72696304,98.40057541,99.13491509,99.99474448,100,100,100,100,100,100,100,100,100,100,100
648,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,St. Martin (French part),MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,St. Vincent and the Grenadines,VCT,65.69202735,66.1260406,69.1293938,70.83309799,72.5249032,74.2028888,75.86496799,77.5093577,79.13373635,80.73670494,82.31894333,86.64199382,85.42721498,86.95648854,88.47179678,89.9749941,91.46804848,91.57345064,94.43148472,95.90444841,97.37246669,98.83675356,100,100,100
650,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Sudan,SDN,81.70751275,76.48379892,73.68068726,71.57289247,71.30436529,71.03202948,70.75772596,70.47627089,70.18770436,69.89209587,69.58533124,69.26842646,68.94080241,68.60193276,68.2512927,67.88843873,67.51297065,67.12496313,66.72642686,57.43710073,65.83689577,65.35467054,64.85257246,64.33625371,70.95883957
651,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Suriname,SUR,95.41799312,95.94983385,96.47987373,97.00608799,97.5168168,98.02497682,98.52199873,99.00568657,99.47495021,99.94026015,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
652,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Swaziland,SWZ,0,0,0,0,0,0,0,0.026557011,10.94895743,21.9840086,33.13039685,53.38901578,55.74905189,67.21504358,78.78618425,90.45265798,83.31582544,100,100,100,100,100,100,100,100
653,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Sweden,SWE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
654,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Switzerland,CHE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
655,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Syrian Arab Republic,SYR,93.42949834,93.88566195,94.34678562,94.81094549,95.27528622,95.66242307,96.03363928,96.40417119,96.77038964,97.13147144,97.48725716,97.84088723,98.27636008,98.54559568,98.90063596,99.26127928,99.62687288,100,100,100,100,100,100,100,100
656,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,"Taiwan, China",TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Tajikistan,TJK,92.14492903,92.52030128,92.90829527,93.30876111,93.72010348,94.1421787,94.57411688,95.01589207,95.46714764,91.03718635,96.42218629,96.93432786,98.97976008,100,98.37669218,99.85662988,99.23321151,99.62331782,99.99048635,99.24806782,100,100,99.92917807,100,100
658,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Tanzania,TZA,27.29754994,28.5194489,29.4531535,30.84572614,31.94986433,33.01559723,38.18452564,35.02882205,35.9774829,32.5393772,37.75153255,38.57313388,39.3460086,41.18842107,42.05741631,40.32024759,40.52571018,40.68674431,37.20606407,35.52891755,43.18210954,39.1718799,43.27043015,44.60270361,41.15560957
659,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Thailand,THA,35.51047193,39.32222003,43.10300125,46.85181578,50.56629123,54.24532878,57.88948279,61.4955312,65.0622827,68.58913204,71.39043061,76.00108317,79.59798308,82.99847683,86.21900901,89.2737952,92.17862832,94.94773866,97.59520382,100,100,100,100,100,100
660,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Timor-Leste,TMP,0,0,0,0,0,0,0,0,0,0,0,100,99.55685173,99.87351388,92.47083138,88.45436073,84.67687839,79.43506017,77.86434903,74.82138856,71.44641444,69.42627693,67.07641,64.95156234,63.03563019
661,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Togo,TGO,0,0,0,0,0,0,0,37.60495458,42.69236177,38.38321882,35.91416533,39.32086614,39.84389048,40.40142862,40.99251631,41.61713534,67.25178743,42.96421091,43.68807157,44.44918447,45.24699984,0,46.95784175,47.87212726,90.78883097
662,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Tonga,TON,40.22745803,43.24318841,46.25045551,49.24928908,48.18092796,55.21559993,58.18251253,61.13273029,64.06603323,66.98616248,69.88743461,72.76894193,75.6251255,78.45483198,81.25329194,84.01773025,97.60142353,89.43435321,92.08460124,94.69945777,97.28395696,97.31250875,97.68342337,100,100
663,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Trinidad and Tobago,TTO,0,0,0,0,4.731357951,13.59926999,22.1162341,30.29547318,38.14881662,45.68534426,50.63994292,58.10960239,63.68957326,69.41613633,75.27653991,81.25438098,87.33679189,93.51150517,99.75540183,100,100,100,100,100,100
664,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Tunisia,TUN,82.74440185,83.88599093,85.001473,86.0897515,80.84729627,83.90913526,86.61902629,89.1454943,91.01547092,92.55911472,93.46421872,97.34265233,98.06305456,98.92997208,99.78499543,100,100,99.89130111,100,100,99.95107553,99.82529892,99.69747963,99.87066524,99.89386282
665,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Turkey,TUR,87.95146583,88.62687189,89.29930741,89.96860976,90.63243058,91.28832872,91.93386816,92.56657109,93.18395026,93.78432392,94.36949053,94.94211528,95.50492228,96.06087602,96.6130682,97.16468574,97.71902002,98.28992548,98.84039201,99.31665215,100,99.89271197,99.98604418,99.99985241,100
666,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Turkmenistan,TKM,97.98946659,98.16464828,98.33763616,98.50767804,98.67342219,98.8335488,98.98574845,99.12754834,99.2587036,99.38028636,99.6,99.58768187,99.67391617,99.75034631,99.81851046,99.87969403,99.93265125,99.96770244,99.96586761,99.94276646,100,99.99840229,100,100,100
667,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Turks and Caicos Islands,TCA,84.85718565,87.54480813,88.04566239,88.52891134,88.9989176,89.44112914,89.85378432,90.23486948,90.58344824,90.89873894,94.79609023,91.45039279,91.69285749,91.92505248,92.15072375,92.37406832,92.59914131,92.82940837,93.06476427,93.3039747,93.54590224,93.79309306,92.42494922,94.2948966,94.54126386
668,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,Tuvalu,TUV,90.09764267,90.63943823,91.15965054,91.66788433,92.16807456,92.65816392,93.13609364,93.59972744,94.04678386,94.47595372,94.88769602,95.28338696,95.2310111,96.01795484,96.34996579,96.6706237,96.98394517,98.00577989,97.59863381,97.90409658,98.20939027,98.51530468,98.47447111,99.13041953,99.44064687
